[2026-07-21T08:01:20.413Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620880411 → 200 (27ms, ?B)
[2026-07-21T08:01:20.413Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620880411 → 200 (27ms, 112678B)
[2026-07-21T08:01:35.354Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620895353 → 200 (24ms, ?B)
[2026-07-21T08:01:35.355Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620895353 → 200 (22ms, 114973B)
[2026-07-21T08:02:00.185Z] GET http://localhost:5199/ → 200 (6ms, 1303B)
[2026-07-21T08:02:00.194Z] GET http://localhost:5199/@vite/client → 200 (2ms, ?B)
[2026-07-21T08:02:00.195Z] GET https://fonts.googleapis.com/css2?family=Black+Han+Sans&family=Archivo+Black&family=IBM+Plex+Sans+KR:wght@400;500;700&family=IBM+Plex+Mono:wght@400;500;700&display=swap → 200 (?ms, -698B)
[2026-07-21T08:02:00.195Z] GET http://localhost:5199/src/main.tsx?t=1784620895353 → 200 (1ms, 2081B)
[2026-07-21T08:02:00.196Z] GET http://localhost:5199/@react-refresh → 200 (1ms, ?B)
[2026-07-21T08:02:00.196Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=a50c1e38 → 200 (?ms, -263B)
[2026-07-21T08:02:00.196Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom_client.js?v=bc6377da → 200 (1ms, -261B)
[2026-07-21T08:02:00.196Z] GET http://localhost:5199/src/App.tsx?t=1784620895353 → 200 (2ms, 41298B)
[2026-07-21T08:02:00.196Z] GET http://localhost:5199/src/i18n.tsx → 200 (2ms, ?B)
[2026-07-21T08:02:00.196Z] GET http://localhost:5199/src/styles.css → 200 (2ms, ?B)
[2026-07-21T08:02:00.196Z] GET http://localhost:5199/node_modules/vite/dist/client/env.mjs → 200 (2ms, ?B)
[2026-07-21T08:02:00.197Z] GET http://localhost:5199/node_modules/.vite/deps/chunk-UC2AOQOP.js?v=88211866 → 200 (1ms, -264B)
[2026-07-21T08:02:00.197Z] GET http://localhost:5199/node_modules/.vite/deps/chunk-M5LBBGMC.js?v=88211866 → 200 (1ms, -261B)
[2026-07-21T08:02:00.197Z] GET http://localhost:5199/node_modules/.vite/deps/chunk-IKR4LCOY.js?v=88211866 → 200 (10ms, -265B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/node_modules/.vite/deps/react.js?v=a50c1e38 → 200 (1ms, -259B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/data/charts.json?import → 200 (1ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/engine/bots.ts → 200 (2ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/engine/prng.ts → 200 (2ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/net/session.ts → 200 (3ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/components/Home.tsx → 200 (8ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/components/Room.tsx → 200 (8ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620895353 → 200 (8ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/components/Intermission.tsx → 200 (8ms, ?B)
[2026-07-21T08:02:00.198Z] GET http://localhost:5199/src/components/Final.tsx → 200 (9ms, ?B)
[2026-07-21T08:02:00.200Z] GET http://localhost:5199/src/engine/types.ts → 200 (7ms, ?B)
[2026-07-21T08:02:00.200Z] GET http://localhost:5199/src/engine/sim.ts → 200 (7ms, ?B)
[2026-07-21T08:02:00.201Z] GET http://localhost:5199/node_modules/.vite/deps/peerjs.js?v=45304e2e → 200 (6ms, -265B)
[2026-07-21T08:02:00.201Z] GET http://localhost:5199/src/net/protocol.ts → 200 (6ms, ?B)
[2026-07-21T08:02:00.204Z] GET https://fonts.gstatic.com/s/archivoblack/v23/HTxqL289NzCGg4MzN6KJ7eW6CYyF_jzx13E.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.204Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.113.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.204Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.118.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.204Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8nqQIXKkHrvPrhmwJuYZVG9tFX2k07El38ou.119.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.205Z] GET https://fonts.gstatic.com/s/blackhansans/v24/ea8Aad44WunzF9a-dL6toA8r8kqSK3WGHPHd.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.205Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1iEq131nj-otFQ.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.205Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F63fjptAgt5VM-kVkqdyU8n1i8q131nj-o.woff2 → 200 (?ms, -815B)
[2026-07-21T08:02:00.205Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3twJwlBFgsAXHNk.woff2 → 200 (?ms, -815B)
[2026-07-21T08:02:00.205Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3pQPwl5FgsAXHNlYzg.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.205Z] GET https://fonts.gstatic.com/s/ibmplexmono/v20/-F6qfjptAgt5VM-kVkqdyU8n3pQPwlBFgsAXHNk.woff2 → 200 (?ms, -815B)
[2026-07-21T08:02:00.205Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNOwtu_WpzEpMvsfA.woff2 → 200 (1ms, -813B)
[2026-07-21T08:02:00.206Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFK2-VJISZe3O_rc3ZVYh4aTwNOwtW_WpzEpMs.woff2 → 200 (?ms, -815B)
[2026-07-21T08:02:00.206Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7PsrsPUP62-BDGSOx3Zo0ZH77lI-3AJG-Q.111.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.206Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7PsrsPUP62-BDGSOx3Zo0ZH77lI-3AJG-Q.118.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.206Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6af7PsrsPUP62-BDGSOx3Zo0ZH77lI-3AJG-Q.119.woff2 → 200 (?ms, -814B)
[2026-07-21T08:02:00.206Z] GET https://fonts.gstatic.com/s/ibmplexsanskr/v11/vEFN2-VJISZe3O_rc3ZVYh4aTwNOym6aT7HmqeHWdb8.woff2 → 200 (?ms, -815B)
[2026-07-21T08:02:00.207Z] GET http://localhost:5199/src/components/CandleChart.tsx → 200 (?ms, ?B)
[2026-07-21T08:02:00.207Z] GET http://localhost:5199/src/components/RankBar.tsx → 200 (?ms, ?B)
[2026-07-21T08:02:00.207Z] GET http://localhost:5199/src/sound.ts → 200 (?ms, ?B)
[2026-07-21T08:02:00.207Z] GET http://localhost:5199/src/engine/titles.ts → 200 (?ms, ?B)
[2026-07-21T08:02:00.344Z] GET http://localhost:5199/ → 200 (2ms, ?B)
[2026-07-21T08:02:00.349Z] GET http://localhost:5199/@vite/client → 200 (1ms, ?B)
[2026-07-21T08:02:00.349Z] GET https://fonts.googleapis.com/css2?family=Black+Han+Sans&family=Archivo+Black&family=IBM+Plex+Sans+KR:wght@400;500;700&family=IBM+Plex+Mono:wght@400;500;700&display=swap → 200 (?ms, -698B)
[2026-07-21T08:02:00.349Z] GET http://localhost:5199/src/main.tsx?t=1784620895353 → 200 (?ms, ?B)
[2026-07-21T08:02:00.350Z] GET http://localhost:5199/@react-refresh → 200 (5ms, ?B)
[2026-07-21T08:02:00.351Z] GET http://localhost:5199/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=a50c1e38 → 200 (1ms, -263B)
[2026-07-21T08:02:00.351Z] GET http://localhost:5199/node_modules/.vite/deps/react-dom_client.js?v=bc6377da → 200 (?ms, -261B)
[2026-07-21T08:02:00.351Z] GET http://localhost:5199/src/App.tsx?t=1784620895353 → 200 (4ms, ?B)
[2026-07-21T08:02:00.351Z] GET http://localhost:5199/src/i18n.tsx → 200 (6ms, ?B)
[2026-07-21T08:02:00.351Z] GET http://localhost:5199/src/styles.css → 200 (6ms, ?B)
[2026-07-21T08:02:00.351Z] GET http://localhost:5199/node_modules/vite/dist/client/env.mjs → 200 (6ms, ?B)
[2026-07-21T08:02:00.354Z] GET http://localhost:5199/node_modules/.vite/deps/chunk-IKR4LCOY.js?v=88211866 → 200 (6ms, -265B)
[2026-07-21T08:02:00.355Z] GET http://localhost:5199/node_modules/.vite/deps/chunk-UC2AOQOP.js?v=88211866 → 200 (2ms, -264B)
[2026-07-21T08:02:00.355Z] GET http://localhost:5199/node_modules/.vite/deps/chunk-M5LBBGMC.js?v=88211866 → 200 (?ms, -261B)
[2026-07-21T08:02:00.356Z] GET http://localhost:5199/node_modules/.vite/deps/react.js?v=a50c1e38 → 200 (2ms, -259B)
[2026-07-21T08:02:00.356Z] GET http://localhost:5199/src/data/charts.json?import → 200 (2ms, ?B)
[2026-07-21T08:02:00.356Z] GET http://localhost:5199/src/engine/bots.ts → 200 (2ms, ?B)
[2026-07-21T08:02:00.356Z] GET http://localhost:5199/src/engine/prng.ts → 200 (2ms, ?B)
[2026-07-21T08:02:00.356Z] GET http://localhost:5199/src/net/session.ts → 200 (2ms, ?B)
[2026-07-21T08:02:00.356Z] GET http://localhost:5199/src/components/Home.tsx → 200 (3ms, ?B)
[2026-07-21T08:02:00.356Z] GET http://localhost:5199/src/components/Room.tsx → 200 (3ms, ?B)
[2026-07-21T08:02:00.357Z] GET http://localhost:5199/src/components/Round.tsx?t=1784620895353 → 200 (2ms, ?B)
[2026-07-21T08:02:00.357Z] GET http://localhost:5199/src/components/Intermission.tsx → 200 (2ms, ?B)
[2026-07-21T08:02:00.357Z] GET http://localhost:5199/src/components/Final.tsx → 200 (2ms, ?B)
